Campaign name,Ad group,Date,Impressions,Clicks,Average CPC,Cost,Conversions,Conversion value,CTR,Device,Network
Valentine Push,AdGroup - Valentine,2025-07-04,7537,548,2.65,1452.2,18,32400,7.28%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-04,7061,70,2.61,182.7,3,2850,1.0%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-04,7100,493,4.25,2095.25,35,77000,6.95%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-07-04,6890,227,2.01,456.27,0,0,3.3%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-05,5108,190,2.89,549.1,2,2400,3.72%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-07-05,5776,650,3.71,2411.5,22,39600,11.26%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-07-05,6871,614,1.97,1209.58,12,11400,8.94%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-05,5231,440,3.56,1566.4,25,55000,8.43%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-07-05,5063,269,0.78,209.82,4,2800,5.32%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-06,3208,108,3.19,344.52,1,1200,3.38%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-07-06,5590,263,2.59,681.17,15,27000,4.72%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-07-06,5085,391,2.08,813.28,8,7600,7.71%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-06,9004,438,2.13,932.94,15,33000,4.87%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-07-06,6483,1091,2.09,2280.19,8,5600,16.84%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-07,4144,188,2.08,391.04,3,3600,4.56%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-07-07,4315,305,4.22,1287.1,5,9000,7.08%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-07,6516,642,2.05,1316.1,20,19000,9.86%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-07,5649,491,4.05,1988.55,21,46200,8.69%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-07,4313,87,2.18,189.66,0,0,2.02%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-08,3562,401,2.87,1150.87,11,13200,11.26%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-07-08,6224,379,3.22,1220.38,12,21600,6.09%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-07-08,7852,679,2.2,1493.8,9,8550,8.65%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-07-08,2878,214,2.62,560.68,9,19800,7.46%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-07-08,6510,556,1.92,1067.52,2,1400,8.55%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-09,5009,395,1.51,596.45,10,12000,7.89%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-07-09,4958,527,2.99,1575.73,20,36000,10.64%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-07-09,3405,286,2.0,572.0,5,4750,8.42%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-09,3648,249,4.6,1145.4,14,30800,6.84%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-07-09,3083,374,1.83,684.42,4,2800,12.13%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-10,5543,237,2.98,706.26,7,8400,4.29%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-07-10,8903,989,3.32,3283.48,38,68400,11.11%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-07-10,4667,335,1.49,499.15,8,7600,7.19%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-10,4171,216,4.16,898.56,16,35200,5.2%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-07-10,6141,656,1.81,1187.36,4,2800,10.68%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-11,6625,401,3.77,1511.77,7,8400,6.06%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-07-11,6384,476,2.41,1147.16,21,37800,7.46%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-11,2568,86,1.83,157.38,4,3800,3.36%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-11,4441,414,4.06,1680.84,11,24200,9.33%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-07-11,4172,331,1.84,609.04,5,3500,7.95%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-12,6197,543,2.52,1368.36,6,7200,8.78%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-07-12,7565,410,2.78,1139.8,20,36000,5.42%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-12,4779,510,2.08,1060.8,14,13300,10.67%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-12,7214,514,3.93,2020.02,28,61600,7.13%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-07-12,3583,313,1.79,560.27,1,700,8.76%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-13,2784,193,1.93,372.49,2,2400,6.95%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-07-13,4094,479,2.57,1231.03,20,36000,11.71%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-13,4586,419,2.72,1139.68,7,6650,9.15%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-13,6106,499,3.45,1721.55,26,57200,8.18%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-07-13,3325,212,1.88,398.56,3,2100,6.39%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-14,5074,599,2.05,1227.95,12,14400,11.82%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-07-14,3133,203,2.87,582.61,12,21600,6.51%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-14,2852,319,2.04,650.76,3,2850,11.19%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-14,7498,522,4.43,2312.46,32,70400,6.97%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-07-14,4150,391,1.81,707.71,5,3500,9.43%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-15,1922,313,1.96,613.48,7,8400,16.31%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-07-15,6213,807,2.73,2203.11,30,54000,13.0%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-07-15,7917,754,1.89,1425.06,16,15200,9.53%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-15,6542,619,4.9,3033.1,33,72600,9.46%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-07-15,5396,537,1.95,1047.15,2,1400,9.96%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-16,4596,251,1.74,436.74,3,3600,5.47%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-07-16,4661,122,4.49,547.78,4,7200,2.62%,Desktop,YouTube
New Store Launch,AdGroup - New,2025-07-16,4269,469,1.74,816.06,6,5700,11.01%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-07-16,6110,213,4.69,998.97,11,24200,3.49%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-07-16,6188,394,2.2,866.8,0,0,6.37%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-17,3777,195,2.54,495.3,4,4800,5.17%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-07-17,5832,674,3.73,2514.02,25,45000,11.57%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-07-17,7253,886,2.18,1931.48,16,15200,12.22%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-17,8437,775,4.73,3665.75,29,63800,9.19%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-17,3945,118,1.68,198.24,0,0,3.0%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-18,5008,560,2.1,1176.0,7,8400,11.2%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-07-18,5699,396,4.08,1615.68,13,23400,6.96%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-07-18,5751,224,2.43,544.32,4,3800,3.9%,Tablet,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-07-18,5732,153,3.53,540.09,8,17600,2.67%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-18,5800,642,1.52,975.84,4,2800,11.08%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-19,4669,411,2.35,965.85,5,6000,8.81%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-07-19,3835,336,2.11,708.96,16,28800,8.78%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-07-19,4574,321,1.81,581.01,6,5700,7.02%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-19,6337,546,4.24,2315.04,32,70400,8.63%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-19,7160,462,1.1,508.2,3,2100,6.45%,Tablet,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-20,5509,259,2.4,621.6,3,3600,4.72%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-07-20,3170,62,2.68,166.16,2,3600,1.98%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-07-20,3772,275,2.17,596.75,5,4750,7.3%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-07-20,6526,386,4.54,1752.44,16,35200,5.93%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-20,6680,505,2.29,1156.45,3,2100,7.57%,Tablet,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-21,3147,202,1.85,373.7,3,3600,6.43%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-07-21,5570,442,2.3,1016.6,23,41400,7.95%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-21,6621,508,1.68,853.44,8,7600,7.69%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-21,6218,483,3.4,1642.2,25,55000,7.77%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-07-21,5426,189,1.7,321.3,1,700,3.5%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-22,4352,410,2.31,947.1,10,12000,9.43%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-07-22,2452,111,2.95,327.45,4,7200,4.56%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-07-22,5150,487,2.39,1163.93,12,11400,9.47%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-22,5386,168,3.75,630.0,6,13200,3.13%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-07-22,6448,365,1.78,649.7,3,2100,5.66%,Tablet,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-23,7192,388,2.02,783.76,4,4800,5.41%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-07-23,3392,434,3.4,1475.6,18,32400,12.8%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-23,3306,380,2.4,912.0,8,7600,11.51%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-23,3862,266,4.07,1082.62,11,24200,6.89%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-07-23,6406,664,1.59,1055.76,10,7000,10.37%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-24,7689,664,2.31,1533.84,14,16800,8.65%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-07-24,4666,46,2.37,109.02,0,0,1.0%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-07-24,8356,739,2.03,1500.17,15,14250,8.85%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-07-24,5471,184,4.89,899.76,6,13200,3.38%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-07-24,4848,666,1.96,1305.36,3,2100,13.75%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-25,3503,428,2.3,984.4,9,10800,12.24%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-07-25,5664,189,2.89,546.21,7,12600,3.35%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-25,6679,343,1.69,579.67,3,2850,5.14%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-25,6373,527,5.08,2677.16,18,39600,8.28%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-07-25,3138,170,2.24,380.8,1,700,5.44%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-26,4297,236,2.88,679.68,2,2400,5.52%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-07-26,4494,285,3.55,1011.75,7,12600,6.35%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-07-26,7389,600,1.94,1164.0,6,5700,8.13%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-26,9168,808,3.35,2706.8,41,90200,8.82%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-26,4651,450,2.41,1084.5,5,3500,9.69%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-27,1944,89,2.7,240.3,3,3600,4.58%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-07-27,6998,517,3.69,1907.73,20,36000,7.39%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-27,5489,308,2.3,708.4,9,8550,5.63%,Desktop,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-07-27,8443,691,3.73,2577.43,34,74800,8.19%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-27,5922,359,1.4,502.6,3,2100,6.07%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-28,3394,256,3.45,883.2,4,4800,7.55%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-07-28,6951,441,4.16,1834.56,17,30600,6.35%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-07-28,7195,872,1.78,1552.16,12,11400,12.12%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-07-28,5035,326,3.37,1098.62,17,37400,6.48%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-07-28,6030,402,1.84,739.68,3,2100,6.67%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-29,6105,546,2.34,1277.64,7,8400,8.96%,Desktop,YouTube
Valentine Push,AdGroup - Valentine,2025-07-29,3510,223,3.78,842.94,11,19800,6.36%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-07-29,5473,551,2.06,1135.06,7,6650,10.07%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-07-29,4650,46,3.96,182.16,2,4400,1.0%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-07-29,4927,664,1.64,1088.96,4,2800,13.48%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-30,5908,611,2.09,1276.99,14,16800,10.36%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-07-30,5966,484,3.13,1514.92,22,39600,8.11%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-07-30,8543,382,1.86,710.52,13,12350,4.48%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-07-30,5764,445,5.18,2305.1,22,48400,7.72%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-30,4505,549,2.32,1273.68,7,4900,12.2%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-31,6824,167,2.35,392.45,1,1200,2.45%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-07-31,7484,410,3.16,1295.6,27,48600,5.49%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-07-31,4033,110,2.0,220.0,2,1900,2.74%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-07-31,2821,324,6.15,1992.6,17,37400,11.5%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-07-31,5485,485,1.63,790.55,5,3500,8.85%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-01,4406,285,2.0,570.0,8,9600,6.47%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-01,5905,138,2.32,320.16,7,12600,2.35%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-01,5935,134,2.13,285.42,3,2850,2.26%,Desktop,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-08-01,4262,250,3.79,947.5,11,24200,5.87%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-08-01,5675,529,1.79,946.91,2,1400,9.34%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-02,5507,801,2.22,1778.22,16,19200,14.56%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-02,5963,261,3.75,978.75,7,12600,4.39%,Desktop,YouTube
New Store Launch,AdGroup - New,2025-08-02,6430,440,2.15,946.0,13,12350,6.85%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-02,5182,656,3.47,2276.32,36,79200,12.67%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-08-02,4927,303,1.36,412.08,3,2100,6.16%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-03,5985,508,2.47,1254.76,11,13200,8.5%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-03,5259,485,4.1,1988.5,20,36000,9.24%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-03,3964,359,3.24,1163.16,6,5700,9.07%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-03,6253,396,4.27,1690.92,14,30800,6.35%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-03,2429,166,1.48,245.68,1,700,6.87%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-04,6342,376,2.93,1101.68,7,8400,5.94%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-08-04,2975,246,2.82,693.72,18,32400,8.27%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-08-04,5554,520,1.97,1024.4,8,7600,9.38%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-04,5247,422,3.63,1531.86,24,52800,8.05%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-04,4908,434,1.67,724.78,8,5600,8.86%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-05,7107,261,2.84,741.24,3,3600,3.68%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-05,5910,133,3.26,433.58,5,9000,2.26%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-08-05,5575,492,2.0,984.0,10,9500,8.83%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-05,4942,414,3.9,1614.6,23,50600,8.39%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-05,5731,634,1.76,1115.84,7,4900,11.08%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-06,2326,251,3.22,808.22,1,1200,10.81%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-06,5913,297,4.2,1247.4,7,12600,5.04%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-06,3274,248,2.11,523.28,6,5700,7.6%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-06,8625,402,2.65,1065.3,14,30800,4.66%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-08-06,6269,262,2.1,550.2,0,0,4.19%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-07,3256,126,2.83,356.58,5,6000,3.89%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-07,4174,126,1.84,231.84,4,7200,3.02%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-08-07,3030,265,1.64,434.6,6,5700,8.75%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-07,6774,67,3.68,246.56,1,2200,1.0%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-08-07,3975,412,1.3,535.6,2,1400,10.38%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-08,5564,307,2.15,660.05,3,3600,5.53%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-08-08,3793,424,3.51,1488.24,14,25200,11.18%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-08,8484,84,2.56,215.04,1,950,1.0%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-08-08,3746,226,3.98,899.48,10,22000,6.05%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-08-08,3299,108,1.25,135.0,2,1400,3.3%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-09,7367,434,1.25,542.5,6,7200,5.9%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-09,6302,443,3.88,1718.84,16,28800,7.04%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-09,1987,143,1.69,241.67,6,5700,7.21%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-09,8492,577,3.37,1944.49,27,59400,6.8%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-08-09,5235,468,1.98,926.64,7,4900,8.96%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-10,8819,831,2.54,2110.74,12,14400,9.43%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-08-10,6213,298,2.84,846.32,9,16200,4.81%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-08-10,7102,554,1.07,592.78,11,10450,7.81%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-10,7869,1013,5.81,5885.53,55,121000,12.88%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-10,6894,773,1.8,1391.4,9,6300,11.22%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-11,3333,100,2.57,257.0,0,0,3.02%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-08-11,5871,564,2.86,1613.04,25,45000,9.61%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-08-11,5164,705,1.67,1177.35,11,10450,13.66%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-11,8991,836,4.75,3971.0,43,94600,9.31%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-08-11,5670,360,1.38,496.8,5,3500,6.37%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-12,6043,752,2.81,2113.12,16,19200,12.46%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-08-12,5974,262,2.67,699.54,12,21600,4.39%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-12,8476,746,1.84,1372.64,17,16150,8.8%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-12,7241,277,4.35,1204.95,19,41800,3.83%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-08-12,3977,354,1.38,488.52,3,2100,8.9%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-13,3680,212,1.55,328.6,4,4800,5.76%,Tablet,Google Search
Valentine Push,AdGroup - Valentine,2025-08-13,5010,405,3.9,1579.5,12,21600,8.1%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-13,7019,590,2.36,1392.4,14,13300,8.42%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-13,5631,368,4.2,1545.6,16,35200,6.55%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-13,5768,360,1.55,558.0,2,1400,6.26%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-14,2975,95,2.53,240.35,1,1200,3.22%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-14,6716,650,3.73,2424.5,28,50400,9.69%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-08-14,7287,570,1.83,1043.1,14,13300,7.83%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-14,7126,247,4.72,1165.84,11,24200,3.47%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-08-14,6418,495,2.17,1074.15,5,3500,7.72%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-15,9314,867,2.05,1777.35,16,19200,9.31%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-08-15,5774,583,2.88,1679.04,17,30600,10.1%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-08-15,6827,540,1.67,901.8,12,11400,7.92%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-15,8438,294,5.2,1528.8,9,19800,3.49%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-15,6171,755,1.33,1004.15,7,4900,12.24%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-16,4847,401,2.48,994.48,6,7200,8.29%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-08-16,6431,529,3.65,1930.85,21,37800,8.24%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-16,5649,463,1.71,791.73,14,13300,8.2%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-16,6103,323,4.52,1459.96,14,30800,5.31%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-16,4743,431,1.54,663.74,3,2100,9.1%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-17,4690,405,1.73,700.65,8,9600,8.66%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-08-17,5153,368,3.29,1210.72,16,28800,7.16%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-17,7258,821,1.42,1165.82,15,14250,11.31%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-17,7073,926,4.13,3824.38,49,107800,13.11%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-17,7468,432,1.82,786.24,4,2800,5.79%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-18,7267,78,2.43,189.54,3,3600,1.08%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-18,3616,299,4.41,1318.59,14,25200,8.27%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-08-18,4507,271,1.75,474.25,4,3800,6.03%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-18,6920,612,3.97,2429.64,31,68200,8.85%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-08-18,4456,353,2.11,744.83,3,2100,7.93%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-19,5287,667,2.86,1907.62,6,7200,12.63%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-19,2949,251,3.03,760.53,7,12600,8.51%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-08-19,4437,536,2.08,1114.88,10,9500,12.08%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-19,7412,648,5.06,3278.88,22,48400,8.75%,Mobile,Google Search
